0.000000,0.500000
0.050000,0.496169
0.100000,0.484851
0.150000,0.466452
0.200000,0.441481
0.250000,0.410548
0.300000,0.374347
0.350000,0.333644
0.400000,0.289266
0.450000,0.242084
0.500000,0.193001
0.550000,0.142931
0.600000,0.092790
0.650000,0.043475
0.700000,-0.004146
0.750000,-0.049251
0.800000,-0.091081
0.850000,-0.128942
0.900000,-0.162229
0.950000,-0.190426
1.000000,-0.213116
1.050000,-0.229991
1.100000,-0.240853
1.150000,-0.245617
1.200000,-0.244311
1.250000,-0.237078
1.300000,-0.224169
1.350000,-0.205938
1.400000,-0.182837
1.450000,-0.155410
1.500000,-0.124274
1.550000,-0.090119
1.600000,-0.053687
1.650000,-0.015763
1.700000,0.022840
1.750000,0.061296
1.800000,0.098781
1.850000,0.134486
1.900000,0.167633
1.950000,0.197488
2.000000,0.223375
2.050000,0.244688
2.100000,0.260902
2.150000,0.271580
2.200000,0.276387
2.250000,0.275092
2.300000,0.267572
2.350000,0.253820
2.400000,0.233942
2.450000,0.208154
2.500000,0.176787
2.550000,0.140275
2.600000,0.099150
2.650000,0.054037
2.700000,0.005641
2.750000,-0.045262
2.800000,-0.097839
2.850000,-0.151214
2.900000,-0.204477
2.950000,-0.256708
3.000000,-0.306983
3.050000,-0.354395
3.100000,-0.398068
3.150000,-0.437171
3.200000,-0.470932
3.250000,-0.498651
3.300000,-0.519717
3.350000,-0.533609
3.400000,-0.539918
3.450000,-0.538344
3.500000,-0.528709
3.550000,-0.510958
3.600000,-0.485163
3.650000,-0.451522
3.700000,-0.410360
3.750000,-0.362121
3.800000,-0.307367
3.850000,-0.246768
3.900000,-0.181094
3.950000,-0.111202
4.000000,-0.038029
4.050000,0.037429
4.100000,0.114125
4.150000,0.190979
4.200000,0.266896
4.250000,0.340778
4.300000,0.411544
4.350000,0.478146
4.400000,0.539585
4.450000,0.594922
4.500000,0.643301
4.550000,0.683953
4.600000,0.716217
4.650000,0.739543
4.700000,0.753506
4.750000,0.757809
4.800000,0.752293
4.850000,0.736936
4.900000,0.711855
4.950000,0.677308
5.000000,0.633685
5.050000,0.581511
5.100000,0.521429
5.150000,0.454202
5.200000,0.380694
5.250000,0.301860
5.300000,0.218735
5.350000,0.132417
5.400000,0.044051
5.450000,-0.045186
5.500000,-0.134102
