  0  0
  2.63811e-06  0.00028914
  5.57299e-06  0.000420117
  8.83801e-06  0.00052892
  1.24703e-05  0.000628129
  1.65112e-05  0.000722605
  2.10066e-05  0.00081488
  2.60077e-05  0.000906507
  3.15713e-05  0.000998553
  3.77608e-05  0.00109181
  4.46464e-05  0.00118692
  5.23066e-05  0.00128441
  6.08283e-05  0.00138476
  7.03085e-05  0.00148839
  8.08551e-05  0.00159571
  9.25877e-05  0.00170711
  0.00010564  0.00182296
  0.00012016  0.00194364
  0.000136313  0.00206953
  0.000154283  0.00220102
  0.000174273  0.00233849
  0.000196512  0.00248235
  0.000221251  0.00263301
  0.000248771  0.00279089
  0.000279386  0.00295644
  0.000313442  0.00313013
  0.000351327  0.00331242
  0.000393471  0.00350382
  0.000440351  0.00370485
  0.0004925  0.00391606
  0.000550509  0.004138
  0.000615036  0.00437128
  0.000686812  0.00461651
  0.00076665  0.00487434
  0.000855456  0.00514544
  0.000954232  0.00543053
  0.0010641  0.00573033
  0.0011863  0.00604563
  0.0013222  0.00637722
  0.00147336  0.00672594
  0.00164146  0.00709267
  0.00182841  0.00747832
  0.00203631  0.00788383
  0.00226749  0.0083102
  0.00252456  0.00875844
  0.00281039  0.00922962
  0.00312818  0.00972484
  0.00348148  0.0102452
  0.00387423  0.010792
  0.00431081  0.0113663
  0.00479604  0.0119694
  0.00533531  0.0126026
  0.00593456  0.0132672
  0.00660037  0.0139644
  0.00734004  0.0146958
  0.00816162  0.0154625
  0.00907403  0.016266
  0.0100871  0.0171075
  0.0112117  0.0179885
  0.0124599  0.0189103
  0.0138447  0.0198739
  0.0153808  0.0208807
  0.0170841  0.0219317
  0.018972  0.0230278
  0.0210639  0.0241697
  0.0233806  0.0253582
  0.0259451  0.0265934
  0.0287823  0.0278754
  0.0319193  0.0292039
  0.0353855  0.0305782
  0.0392126  0.0319969
  0.0434347  0.0334582
  0.0480884  0.0349597
  0.0532126  0.0364981
  0.0588489  0.0380691
  0.0650409  0.0396676
  0.0718344  0.0412873
  0.0792771  0.0429208
  0.0874181  0.0445593
  0.0963074  0.0461926
  0.105995  0.047809
  0.116532  0.0493954
  0.127966  0.0509372
  0.140343  0.0524184
  0.153706  0.0538217
  0.168093  0.0551289
  0.183534  0.0563209
  0.200052  0.0573785
  0.217661  0.0582823
  0.236361  0.0590142
  0.256142  0.0595568
  0.276977  0.0598952
  0.298826  0.060017
  0.321632  0.0599131
  0.345322  0.0595779
  0.369804  0.0590103
  0.394976  0.0582134
  0.420716  0.0571945
  0.446895  0.0559653
  0.473372  0.054541
  0.5  0.0529403
  0.526628  0.0511842
  0.553105  0.0492959
  0.579284  0.0472993
  0.605024  0.0452188
  0.630196  0.0430787
  0.654678  0.040902
  0.678368  0.0387106
  0.701174  0.0365248
  0.723023  0.0343625
  0.743858  0.0322399
  0.763639  0.0301707
  0.782339  0.0281666
  0.799948  0.026237
  0.816466  0.0243893
  0.831907  0.0226291
  0.846294  0.0209602
  0.859657  0.0193846
  0.872034  0.0179034
  0.883468  0.016516
  0.894005  0.0152211
  0.903693  0.0140164
  0.912582  0.012899
  0.920723  0.0118654
  0.928166  0.0109119
  0.934959  0.0100341
  0.941151  0.00922797
  0.946787  0.00848901
  0.951912  0.00781287
  0.956565  0.00719523
  0.960787  0.00663189
  0.964614  0.00611878
  0.968081  0.00565202
  0.971218  0.00522789
  0.974055  0.00484292
  0.976619  0.00449381
  0.978936  0.00417749
  0.981028  0.00389111
  0.982916  0.00363201
  0.984619  0.00339775
  0.986155  0.00318606
  0.98754  0.00299487
  0.988788  0.00282228
  0.989913  0.00266654
  0.990926  0.00252607
  0.991838  0.0023994
  0.99266  0.00228522
  0.9934  0.00218233
  0.994065  0.00208963
  0.994665  0.00200613
  0.995204  0.00193094
  0.995689  0.00186324
  0.996126  0.00180229
  0.996519  0.00174744
  0.996872  0.00169807
  0.99719  0.00165364
  0.997475  0.00161367
  0.997733  0.00157771
  0.997964  0.00154535
  0.998172  0.00151625
  0.998359  0.00149008
  0.998527  0.00146654
  0.998678  0.00144537
  0.998814  0.00142633
  0.998936  0.00140921
  0.999046  0.00139381
  0.999145  0.00137997
  0.999233  0.00136752
  0.999313  0.00135633
  0.999385  0.00134626
  0.999449  0.00133722
  0.999508  0.00132908
  0.99956  0.00132177
  0.999607  0.00131519
  0.999649  0.00130928
  0.999687  0.00130397
  0.999721  0.00129919
  0.999751  0.0012949
  0.999779  0.00129104
  0.999803  0.00128757
  0.999826  0.00128445
  0.999846  0.00128165
  0.999864  0.00127912
  0.99988  0.00127686
  0.999894  0.00127482
  0.999907  0.00127299
  0.999919  0.00127134
  0.99993  0.00126986
  0.999939  0.00126853
  0.999948  0.00126734
  0.999955  0.00126626
  0.999962  0.0012653
  0.999968  0.00126443
  0.999974  0.00126365
  0.999979  0.00126295
  0.999983  0.00126232
  0.999988  0.00126175
  0.999991  0.00126124
  0.999994  0.00126078
  0.999997  0.00126037
  1  0.00126
  1  -0.00126
  0.999997  -0.00126037
  0.999994  -0.00126078
  0.999991  -0.00126124
  0.999988  -0.00126175
  0.999983  -0.00126232
  0.999979  -0.00126295
  0.999974  -0.00126365
  0.999968  -0.00126443
  0.999962  -0.0012653
  0.999955  -0.00126626
  0.999948  -0.00126734
  0.999939  -0.00126853
  0.99993  -0.00126986
  0.999919  -0.00127134
  0.999907  -0.00127299
  0.999894  -0.00127482
  0.99988  -0.00127686
  0.999864  -0.00127912
  0.999846  -0.00128165
  0.999826  -0.00128445
  0.999803  -0.00128757
  0.999779  -0.00129104
  0.999751  -0.0012949
  0.999721  -0.00129919
  0.999687  -0.00130397
  0.999649  -0.00130928
  0.999607  -0.00131519
  0.99956  -0.00132177
  0.999508  -0.00132908
  0.999449  -0.00133722
  0.999385  -0.00134626
  0.999313  -0.00135633
  0.999233  -0.00136752
  0.999145  -0.00137997
  0.999046  -0.00139381
  0.998936  -0.00140921
  0.998814  -0.00142633
  0.998678  -0.00144537
  0.998527  -0.00146654
  0.998359  -0.00149008
  0.998172  -0.00151625
  0.997964  -0.00154535
  0.997733  -0.00157771
  0.997475  -0.00161367
  0.99719  -0.00165364
  0.996872  -0.00169807
  0.996519  -0.00174744
  0.996126  -0.00180229
  0.995689  -0.00186324
  0.995204  -0.00193094
  0.994665  -0.00200613
  0.994065  -0.00208963
  0.9934  -0.00218233
  0.99266  -0.00228522
  0.991838  -0.0023994
  0.990926  -0.00252607
  0.989913  -0.00266654
  0.988788  -0.00282228
  0.98754  -0.00299487
  0.986155  -0.00318606
  0.984619  -0.00339775
  0.982916  -0.00363201
  0.981028  -0.00389111
  0.978936  -0.00417749
  0.976619  -0.00449381
  0.974055  -0.00484292
  0.971218  -0.00522789
  0.968081  -0.00565202
  0.964614  -0.00611878
  0.960787  -0.00663189
  0.956565  -0.00719523
  0.951912  -0.00781287
