  0.946787  -0.00848901
  0.941151  -0.00922797
  0.934959  -0.0100341
  0.928166  -0.0109119
  0.920723  -0.0118654
  0.912582  -0.012899
  0.903693  -0.0140164
  0.894005  -0.0152211
  0.883468  -0.016516
  0.872034  -0.0179034
  0.859657  -0.0193846
  0.846294  -0.0209602
  0.831907  -0.0226291
  0.816466  -0.0243893
  0.799948  -0.026237
  0.782339  -0.0281666
  0.763639  -0.0301707
  0.743858  -0.0322399
  0.723023  -0.0343625
  0.701174  -0.0365248
  0.678368  -0.0387106
  0.654678  -0.040902
  0.630196  -0.0430787
  0.605024  -0.0452188
  0.579284  -0.0472993
  0.553105  -0.0492959
  0.526628  -0.0511842
  0.5  -0.0529403
  0.473372  -0.054541
  0.446895  -0.0559653
  0.420716  -0.0571945
  0.394976  -0.0582134
  0.369804  -0.0590103
  0.345322  -0.0595779
  0.321632  -0.0599131
  0.298826  -0.060017
  0.276977  -0.0598952
  0.256142  -0.0595568
  0.236361  -0.0590142
  0.217661  -0.0582823
  0.200052  -0.0573785
  0.183534  -0.0563209
  0.168093  -0.0551289
  0.153706  -0.0538217
  0.140343  -0.0524184
  0.127966  -0.0509372
  0.116532  -0.0493954
  0.105995  -0.047809
  0.0963074  -0.0461926
  0.0874181  -0.0445593
  0.0792771  -0.0429208
  0.0718344  -0.0412873
  0.0650409  -0.0396676
  0.0588489  -0.0380691
  0.0532126  -0.0364981
  0.0480884  -0.0349597
  0.0434347  -0.0334582
  0.0392126  -0.0319969
  0.0353855  -0.0305782
  0.0319193  -0.0292039
  0.0287823  -0.0278754
  0.0259451  -0.0265934
  0.0233806  -0.0253582
  0.0210639  -0.0241697
  0.018972  -0.0230278
  0.0170841  -0.0219317
  0.0153808  -0.0208807
  0.0138447  -0.0198739
  0.0124599  -0.0189103
  0.0112117  -0.0179885
  0.0100871  -0.0171075
  0.00907403  -0.016266
  0.00816162  -0.0154625
  0.00734004  -0.0146958
  0.00660037  -0.0139644
  0.00593456  -0.0132672
  0.00533531  -0.0126026
  0.00479604  -0.0119694
  0.00431081  -0.0113663
  0.00387423  -0.010792
  0.00348148  -0.0102452
  0.00312818  -0.00972484
  0.00281039  -0.00922962
  0.00252456  -0.00875844
  0.00226749  -0.0083102
  0.00203631  -0.00788383
  0.00182841  -0.00747832
  0.00164146  -0.00709267
  0.00147336  -0.00672594
  0.0013222  -0.00637722
  0.0011863  -0.00604563
  0.0010641  -0.00573033
  0.000954232  -0.00543053
  0.000855456  -0.00514544
  0.00076665  -0.00487434
  0.000686812  -0.00461651
  0.000615036  -0.00437128
  0.000550509  -0.004138
  0.0004925  -0.00391606
  0.000440351  -0.00370485
  0.000393471  -0.00350382
  0.000351327  -0.00331242
  0.000313442  -0.00313013
  0.000279386  -0.00295644
  0.000248771  -0.00279089
  0.000221251  -0.00263301
  0.000196512  -0.00248235
  0.000174273  -0.00233849
  0.000154283  -0.00220102
  0.000136313  -0.00206953
  0.00012016  -0.00194364
  0.00010564  -0.00182296
  9.25877e-05  -0.00170711
  8.08551e-05  -0.00159571
  7.03085e-05  -0.00148839
  6.08283e-05  -0.00138476
  5.23066e-05  -0.00128441
  4.46464e-05  -0.00118692
  3.77608e-05  -0.00109181
  3.15713e-05  -0.000998553
  2.60077e-05  -0.000906507
  2.10066e-05  -0.00081488
  1.65112e-05  -0.000722605
  1.24703e-05  -0.000628129
  8.83801e-06  -0.00052892
  5.57299e-06  -0.000420117
  2.63811e-06  -0.00028914
  0  -0
