0.000437,-0.000026,0.048162
0.001310,-0.000077,0.144485
0.002178,-0.000128,0.240808
0.003039,-0.000179,0.337132
0.003889,-0.000230,0.433455
0.004728,-0.000280,0.529779
0.005553,-0.000330,0.626102
0.006365,-0.000379,0.722426
0.007162,-0.000428,0.818750
0.007943,-0.000476,0.915074
0.008708,-0.000523,1.011398
0.009456,-0.000569,1.107722
0.010187,-0.000614,1.204047
0.010900,-0.000658,1.300371
0.011595,-0.000700,1.396696
0.012272,-0.000740,1.493021
0.012930,-0.000778,1.589346
0.013568,-0.000814,1.685671
0.014187,-0.000847,1.781996
0.014787,-0.000877,1.878321
0.015366,-0.000904,1.974647
0.015925,-0.000927,2.070972
0.016464,-0.000946,2.167298
0.016982,-0.000960,2.263624
0.017479,-0.000971,2.359950
0.017954,-0.000976,2.456276
0.018409,-0.000977,2.552602
0.018842,-0.000973,2.648928
0.019254,-0.000963,2.745254
0.019644,-0.000948,2.841581
0.020014,-0.000928,2.937907
0.020362,-0.000902,3.034234
0.020688,-0.000872,3.130560
0.020994,-0.000836,3.226887
0.021280,-0.000795,3.323214
0.021545,-0.000749,3.419541
0.021789,-0.000699,3.515867
0.022014,-0.000644,3.612194
0.022220,-0.000585,3.708521
0.022407,-0.000523,3.804848
0.022576,-0.000457,3.901175
0.022726,-0.000388,3.997502
0.022859,-0.000317,4.093829
0.022975,-0.000244,4.190157
0.023074,-0.000169,4.286484
0.023156,-0.000093,4.382811
0.023223,-0.000017,4.479138
0.023274,0.000059,4.575465
0.023310,0.000134,4.671792
0.023330,0.000207,4.768119
0.023335,0.000279,4.864447
0.023324,0.000349,4.960774
0.023297,0.000415,5.057101
0.023255,0.000478,5.153428
0.023196,0.000538,5.249755
0.023120,0.000594,5.346082
0.023027,0.000646,5.442409
0.022917,0.000693,5.538737
0.022789,0.000736,5.635064
0.022642,0.000775,5.731391
0.022477,0.000809,5.827718
0.022293,0.000839,5.924045
0.022089,0.000863,6.020372
0.021865,0.000883,6.116699
0.021621,0.000899,6.213026
0.021356,0.000909,6.309352
0.021070,0.000915,6.405679
0.020762,0.000916,6.502006
0.020433,0.000913,6.598332
0.020082,0.000906,6.694659
0.019709,0.000895,6.790985
0.019315,0.000880,6.887312
0.018898,0.000862,6.983638
0.018459,0.000840,7.079964
0.017999,0.000815,7.176290
0.017516,0.000788,7.272616
0.017012,0.000758,7.368942
0.016487,0.000727,7.465268
0.015941,0.000693,7.561594
0.015375,0.000659,7.657919
0.014788,0.000623,7.754244
0.014181,0.000587,7.850570
0.013554,0.000551,7.946895
0.012909,0.000514,8.043220
0.012245,0.000478,8.139545
0.011563,0.000441,8.235870
0.010863,0.000406,8.332194
0.010147,0.000371,8.428519
0.009413,0.000336,8.524843
0.008663,0.000303,8.621167
0.007898,0.000270,8.717491
0.007118,0.000239,8.813816
0.006323,0.000208,8.910139
0.005514,0.000178,9.006463
0.004692,0.000149,9.102787
0.003859,0.000121,9.199110
0.003014,0.000093,9.295434
0.002161,0.000066,9.391757
0.001300,0.000040,9.488081
0.000434,0.000013,9.584404
