             	node1  Z	node2  Z	node3  Z	node4  Z	node5  Z	node6  Z	node7  Z	node8  Z	node9  Z	node10 Z	node11 Z	node12 Z	node13 Z	node14 Z	node15 Z	node16 Z	node17 Z	node18 Z	node19 Z	node20 Z	node21 Z	node22 Z	node23 Z	node24 Z	node25 Z	node26 Z	node27 Z	node28 Z	node29 Z	node30 Z	node31 Z	node32 Z	node33 Z	node34 Z	node35 Z	node36 Z	node37 Z	node38 Z	node39 Z	node40 Z	node41 Z	node42 Z	node43 Z	node44 Z	node45 Z	node46 Z	node47 Z	node48 Z	node49 Z	node50 Z	node51 Z	node52 Z	node53 Z	node54 Z	node55 Z	node56 Z	node57 Z	node58 Z	node59 Z	node60 Z	node61 Z	node62 Z	node63 Z	node64 Z	node65 Z	node66 Z	node67 Z	node68 Z	node69 Z	node70 Z	node71 Z	node72 Z	node73 Z	node74 Z	node75 Z	node76 Z	node77 Z	node78 Z	node79 Z	node80 Z	node81 Z	node82 Z	node83 Z	node84 Z	node85 Z	node86 Z	node87 Z	node88 Z	node89 Z	node90 Z	node91 Z	node92 Z	node93 Z	node94 Z	node95 Z	node96 Z	node97 Z	node98 Z	node99 Z	node100Z	
Time=0.200000	0.048162	0.144486	0.240810	0.337133	0.433457	0.529781	0.626105	0.722429	0.818754	0.915078	1.011403	1.107727	1.204052	1.300377	1.396701	1.493026	1.589351	1.685677	1.782002	1.878327	1.974653	2.070978	2.167304	2.263629	2.359955	2.456281	2.552607	2.648933	2.745259	2.841585	2.937911	3.034237	3.130563	3.226890	3.323216	3.419542	3.515869	3.612195	3.708522	3.804848	3.901175	3.997502	4.093828	4.190155	4.286482	4.382808	4.479135	4.575462	4.671788	4.768115	4.864442	4.960768	5.057095	5.153422	5.249749	5.346075	5.442402	5.538729	5.635056	5.731382	5.827709	5.924036	6.020363	6.116689	6.213016	6.309342	6.405669	6.501996	6.598322	6.694649	6.790975	6.887301	6.983628	7.079954	7.176280	7.272606	7.368932	7.465258	7.561584	7.657910	7.754236	7.850562	7.946888	8.043213	8.139539	8.235864	8.332190	8.428515	8.524840	8.621165	8.717490	8.813815	8.910140	9.006465	9.102789	9.199114	9.295439	9.391763	9.488087	9.584412	
Time=0.210000	0.048162	0.144485	0.240808	0.337131	0.433454	0.529778	0.626101	0.722425	0.818749	0.915072	1.011396	1.107720	1.204044	1.300369	1.396693	1.493017	1.589342	1.685667	1.781991	1.878316	1.974641	2.070966	2.167291	2.263616	2.359942	2.456267	2.552592	2.648918	2.745243	2.841569	2.937895	3.034220	3.130546	3.226872	3.323198	3.419524	3.515850	3.612176	3.708502	3.804828	3.901155	3.997481	4.093807	4.190134	4.286460	4.382786	4.479113	4.575439	4.671766	4.768092	4.864418	4.960745	5.057071	5.153398	5.249724	5.346051	5.442377	5.538704	5.635030	5.731357	5.827683	5.924010	6.020336	6.116663	6.212989	6.309315	6.405641	6.501968	6.598294	6.694620	6.790946	6.887272	6.983599	7.079924	7.176250	7.272576	7.368902	7.465228	7.561554	7.657879	7.754205	7.850531	7.946856	8.043181	8.139507	8.235832	8.332157	8.428482	8.524807	8.621132	8.717457	8.813782	8.910106	9.006431	9.102755	9.199080	9.295404	9.391728	9.488052	9.584376	
Time=0.220000	0.048163	0.144488	0.240813	0.337138	0.433463	0.529788	0.626114	0.722439	0.818765	0.915090	1.011416	1.107742	1.204068	1.300394	1.396720	1.493047	1.589373	1.685700	1.782026	1.878353	1.974680	2.071006	2.167333	2.263660	2.359987	2.456314	2.552642	2.648969	2.745296	2.841623	2.937951	3.034278	3.130605	3.226933	3.323260	3.419588	3.515916	3.612243	3.708571	3.804899	3.901227	3.997554	4.093882	4.190210	4.286538	4.382866	4.479194	4.575522	4.671850	4.768177	4.864505	4.960833	5.057161	5.153489	5.249817	5.346144	5.442472	5.538800	5.635128	5.731455	5.827783	5.924110	6.020438	6.116765	6.213092	6.309419	6.405746	6.502074	6.598401	6.694727	6.791054	6.887381	6.983708	7.080034	7.176361	7.272688	7.369014	7.465340	7.561666	7.657992	7.754319	7.850644	7.946970	8.043296	8.139621	8.235947	8.332272	8.428598	8.524923	8.621248	8.717572	8.813897	8.910222	9.006546	9.102871	9.199195	9.295519	9.391843	9.488167	9.584491	
Time=0.230000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626106	0.722430	0.818755	0.915080	1.011404	1.107729	1.204054	1.300379	1.396704	1.493029	1.589355	1.685680	1.782006	1.878332	1.974657	2.070983	2.167309	2.263635	2.359961	2.456287	2.552613	2.648940	2.745266	2.841592	2.937919	3.034245	3.130572	3.226899	3.323225	3.419552	3.515879	3.612206	3.708533	3.804860	3.901187	3.997514	4.093841	4.190168	4.286495	4.382823	4.479150	4.575477	4.671805	4.768132	4.864459	4.960787	5.057114	5.153441	5.249769	5.346096	5.442423	5.538750	5.635078	5.731405	5.827732	5.924059	6.020385	6.116712	6.213039	6.309366	6.405692	6.502019	6.598345	6.694672	6.790998	6.887325	6.983651	7.079977	7.176303	7.272629	7.368955	7.465281	7.561607	7.657933	7.754258	7.850584	7.946909	8.043235	8.139560	8.235885	8.332210	8.428535	8.524860	8.621184	8.717509	8.813833	8.910158	9.006482	9.102806	9.199130	9.295454	9.391778	9.488101	9.584425	
Time=0.240000	0.048161	0.144484	0.240807	0.337129	0.433452	0.529775	0.626098	0.722421	0.818744	0.915067	1.011390	1.107714	1.204038	1.300361	1.396685	1.493009	1.589333	1.685658	1.781982	1.878306	1.974631	2.070955	2.167280	2.263605	2.359930	2.456254	2.552579	2.648904	2.745229	2.841555	2.937880	3.034205	3.130531	3.226856	3.323182	3.419507	3.515833	3.612159	3.708484	3.804810	3.901136	3.997462	4.093788	4.190115	4.286441	4.382767	4.479094	4.575420	4.671747	4.768073	4.864399	4.960726	5.057052	5.153379	5.249705	5.346032	5.442358	5.538685	5.635011	5.731337	5.827663	5.923989	6.020315	6.116642	6.212967	6.309293	6.405619	6.501945	6.598271	6.694596	6.790922	6.887248	6.983573	7.079899	7.176224	7.272549	7.368875	7.465200	7.561525	7.657850	7.754175	7.850500	7.946825	8.043150	8.139475	8.235799	8.332124	8.428448	8.524772	8.621097	8.717421	8.813745	8.910069	9.006392	9.102716	9.199040	9.295363	9.391687	9.488010	9.584334	
Time=0.250000	0.048162	0.144485	0.240809	0.337132	0.433456	0.529780	0.626104	0.722428	0.818752	0.915076	1.011400	1.107725	1.204049	1.300374	1.396699	1.493024	1.589349	1.685674	1.781999	1.878324	1.974650	2.070975	2.167301	2.263627	2.359952	2.456278	2.552604	2.648930	2.745256	2.841582	2.937908	3.034235	3.130561	3.226887	3.323214	3.419540	3.515867	3.612194	3.708521	3.804847	3.901174	3.997501	4.093829	4.190156	4.286483	4.382810	4.479138	4.575465	4.671792	4.768120	4.864447	4.960775	5.057102	5.153429	5.249757	5.346084	5.442411	5.538738	5.635065	5.731392	5.827719	5.924046	6.020373	6.116699	6.213026	6.309352	6.405679	6.502005	6.598331	6.694657	6.790983	6.887309	6.983635	7.079961	7.176287	7.272612	7.368938	7.465264	7.561589	7.657914	7.754240	7.850565	7.946890	8.043215	8.139540	8.235864	8.332189	8.428513	8.524838	8.621162	8.717486	8.813810	8.910134	9.006458	9.102781	9.199105	9.295428	9.391751	9.488074	9.584398	
Time=0.260000	0.048162	0.144486	0.240809	0.337132	0.433456	0.529780	0.626104	0.722428	0.818752	0.915076	1.011401	1.107725	1.204050	1.300375	1.396699	1.493024	1.589349	1.685675	1.782000	1.878325	1.974651	2.070976	2.167302	2.263627	2.359953	2.456279	2.552605	2.648931	2.745257	2.841583	2.937910	3.034236	3.130562	3.226889	3.323215	3.419542	3.515869	3.612196	3.708523	3.804850	3.901177	3.997504	4.093831	4.190159	4.286486	4.382814	4.479141	4.575469	4.671796	4.768124	4.864451	4.960779	5.057106	5.153434	5.249761	5.346089	5.442416	5.538743	5.635070	5.731398	5.827725	5.924052	6.020378	6.116705	6.213032	6.309358	6.405685	6.502011	6.598337	6.694663	6.790989	6.887315	6.983641	7.079967	7.176292	7.272618	7.368943	7.465269	7.561594	7.657919	7.754244	7.850569	7.946894	8.043219	8.139544	8.235868	8.332192	8.428517	8.524841	8.621165	8.717489	8.813813	8.910136	9.006460	9.102783	9.199106	9.295430	9.391753	9.488075	9.584399	
Time=0.270000	0.048161	0.144484	0.240806	0.337128	0.433450	0.529773	0.626095	0.722418	0.818741	0.915064	1.011387	1.107710	1.204033	1.300357	1.396680	1.493004	1.589328	1.685651	1.781975	1.878299	1.974624	2.070948	2.167272	2.263597	2.359921	2.456246	2.552571	2.648895	2.745220	2.841546	2.937871	3.034196	3.130521	3.226847	3.323173	3.419498	3.515824	3.612150	3.708476	3.804803	3.901129	3.997455	4.093782	4.190108	4.286435	4.382762	4.479088	4.575415	4.671742	4.768069	4.864395	4.960722	5.057049	5.153376	5.249703	5.346029	5.442356	5.538683	5.635009	5.731336	5.827662	5.923988	6.020315	6.116641	6.212967	6.309293	6.405618	6.501944	6.598270	6.694595	6.790921	6.887246	6.983571	7.079896	7.176221	7.272546	7.368871	7.465196	7.561521	7.657845	7.754170	7.850494	7.946818	8.043143	8.139467	8.235791	8.332115	8.428438	8.524762	8.621086	8.717409	8.813733	8.910056	9.006379	9.102702	9.199025	9.295348	9.391671	9.487993	9.584316	
Time=0.280000	0.048161	0.144484	0.240806	0.337128	0.433451	0.529774	0.626096	0.722419	0.818742	0.915065	1.011388	1.107711	1.204035	1.300358	1.396682	1.493005	1.589329	1.685653	1.781977	1.878301	1.974625	2.070950	2.167274	2.263599	2.359924	2.456248	2.552573	2.648899	2.745224	2.841549	2.937875	3.034200	3.130526	3.226852	3.323178	3.419504	3.515830	3.612156	3.708483	3.804809	3.901136	3.997463	4.093789	4.190116	4.286443	4.382770	4.479097	4.575424	4.671751	4.768078	4.864405	4.960732	5.057060	5.153387	5.249714	5.346041	5.442368	5.538694	5.635021	5.731348	5.827675	5.924001	6.020328	6.116654	6.212980	6.309307	6.405633	6.501959	6.598284	6.694610	6.790936	6.887261	6.983586	7.079912	7.176237	7.272562	7.368886	7.465211	7.561536	7.657860	7.754185	7.850509	7.946833	8.043157	8.139481	8.235805	8.332128	8.428452	8.524776	8.621099	8.717422	8.813745	8.910069	9.006391	9.102714	9.199037	9.295360	9.391682	9.488004	9.584327	
Time=0.290000	0.048161	0.144484	0.240807	0.337130	0.433453	0.529776	0.626099	0.722422	0.818745	0.915068	1.011392	1.107715	1.204039	1.300363	1.396687	1.493011	1.589335	1.685659	1.781984	1.878308	1.974633	2.070958	2.167283	2.263608	2.359933	2.456258	2.552584	2.648909	2.745235	2.841561	2.937887	3.034213	3.130539	3.226866	3.323193	3.419519	3.515846	3.612173	3.708500	3.804827	3.901154	3.997482	4.093809	4.190136	4.286464	4.382791	4.479119	4.575446	4.671774	4.768101	4.864429	4.960756	5.057084	5.153411	5.249738	5.346066	5.442393	5.538721	5.635048	5.731375	5.827702	5.924029	6.020356	6.116683	6.213009	6.309336	6.405662	6.501988	6.598315	6.694640	6.790966	6.887292	6.983617	7.079943	7.176268	7.272593	7.368918	7.465243	7.561567	7.657892	7.754216	7.850540	7.946864	8.043188	8.139512	8.235836	8.332159	8.428483	8.524806	8.621129	8.717452	8.813775	8.910098	9.006421	9.102743	9.199066	9.295388	9.391711	9.488033	9.584355	
Time=0.300000	0.048161	0.144483	0.240805	0.337126	0.433448	0.529770	0.626092	0.722415	0.818737	0.915059	1.011382	1.107705	1.204027	1.300350	1.396673	1.492996	1.589320	1.685643	1.781967	1.878291	1.974614	2.070939	2.167263	2.263587	2.359912	2.456236	2.552561	2.648886	2.745211	2.841537	2.937862	3.034188	3.130514	3.226840	3.323166	3.419492	3.515818	3.612145	3.708471	3.804798	3.901125	3.997452	4.093778	4.190105	4.286432	4.382759	4.479086	4.575413	4.671741	4.768068	4.864395	4.960722	5.057049	5.153376	5.249703	5.346030	5.442357	5.538684	5.635011	5.731338	5.827664	5.923991	6.020318	6.116644	6.212971	6.309297	6.405623	6.501949	6.598275	6.694601	6.790926	6.887252	6.983577	7.079902	7.176227	7.272552	7.368877	7.465201	7.561525	7.657850	7.754174	7.850497	7.946821	8.043145	8.139468	8.235791	8.332114	8.428438	8.524760	8.621083	8.717406	8.813728	8.910051	9.006373	9.102695	9.199018	9.295340	9.391662	9.487983	9.584305	
Time=0.310000	0.048161	0.144482	0.240803	0.337125	0.433446	0.529768	0.626089	0.722411	0.818733	0.915055	1.011377	1.107699	1.204021	1.300344	1.396666	1.492989	1.589312	1.685635	1.781959	1.878282	1.974606	2.070930	2.167254	2.263578	2.359902	2.456227	2.552551	2.648876	2.745201	2.841527	2.937852	3.034178	3.130504	3.226829	3.323155	3.419482	3.515808	3.612134	3.708461	3.804787	3.901114	3.997440	4.093767	4.190094	4.286421	4.382748	4.479075	4.575402	4.671729	4.768055	4.864382	4.960709	5.057036	5.153363	5.249690	5.346017	5.442344	5.538671	5.634998	5.731324	5.827651	5.923978	6.020304	6.116631	6.212957	6.309283	6.405609	6.501935	6.598261	6.694587	6.790912	6.887238	6.983563	7.079888	7.176213	7.272538	7.368862	7.465187	7.561511	7.657835	7.754159	7.850482	7.946806	8.043129	8.139452	8.235775	8.332098	8.428421	8.524744	8.621066	8.717388	8.813711	8.910033	9.006355	9.102676	9.198998	9.295320	9.391641	9.487963	9.584285	
Time=0.320000	0.048161	0.144482	0.240804	0.337125	0.433447	0.529768	0.626090	0.722412	0.818734	0.915056	1.011379	1.107701	1.204024	1.300347	1.396670	1.492993	1.589316	1.685640	1.781963	1.878287	1.974612	2.070936	2.167260	2.263585	2.359910	2.456235	2.552561	2.648886	2.745212	2.841538	2.937864	3.034190	3.130516	3.226843	3.323169	3.419496	3.515823	3.612149	3.708476	3.804803	3.901130	3.997458	4.093785	4.190112	4.286439	4.382767	4.479094	4.575421	4.671749	4.768076	4.864403	4.960731	5.057058	5.153385	5.249713	5.346040	5.442367	5.538694	5.635022	5.731349	5.827676	5.924003	6.020330	6.116656	6.212983	6.309310	6.405636	6.501962	6.598289	6.694615	6.790941	6.887266	6.983592	7.079917	7.176242	7.272568	7.368892	7.465217	7.561541	7.657866	7.754190	7.850513	7.946837	8.043160	8.139483	8.235806	8.332129	8.428452	8.524774	8.621097	8.717419	8.813741	8.910063	9.006384	9.102706	9.199027	9.295349	9.391670	9.487991	9.584312	
Time=0.330000	0.048160	0.144481	0.240802	0.337123	0.433444	0.529765	0.626086	0.722407	0.818729	0.915051	1.011373	1.107695	1.204017	1.300340	1.396663	1.492986	1.589309	1.685632	1.781956	1.878280	1.974604	2.070928	2.167252	2.263577	2.359902	2.456227	2.552552	2.648878	2.745203	2.841529	2.937855	3.034181	3.130507	3.226834	3.323160	3.419486	3.515813	3.612140	3.708467	3.804794	3.901121	3.997448	4.093775	4.190102	4.286429	4.382756	4.479083	4.575410	4.671738	4.768065	4.864392	4.960719	5.057047	5.153374	5.249701	5.346028	5.442355	5.538683	5.635010	5.731337	5.827664	5.923990	6.020317	6.116644	6.212971	6.309297	6.405623	6.501950	6.598276	6.694602	6.790928	6.887254	6.983579	7.079904	7.176230	7.272555	7.368880	7.465204	7.561529	7.657853	7.754177	7.850500	7.946824	8.043147	8.139470	8.235793	8.332116	8.428438	8.524761	8.621083	8.717405	8.813726	8.910048	9.006369	9.102690	9.199011	9.295332	9.391653	9.487973	9.584294	
Time=0.340000	0.048160	0.144480	0.240800	0.337120	0.433440	0.529761	0.626081	0.722402	0.818723	0.915044	1.011365	1.107687	1.204009	1.300331	1.396653	1.492976	1.589299	1.685622	1.781945	1.878269	1.974593	2.070917	2.167241	2.263565	2.359890	2.456215	2.552540	2.648865	2.745190	2.841516	2.937842	3.034167	3.130493	3.226819	3.323146	3.419472	3.515798	3.612125	3.708451	3.804778	3.901104	3.997431	4.093758	4.190085	4.286412	4.382739	4.479066	4.575392	4.671719	4.768046	4.864373	4.960700	5.057027	5.153354	5.249681	5.346008	5.442335	5.538662	5.634989	5.731316	5.827643	5.923969	6.020296	6.116622	6.212949	6.309275	6.405601	6.501927	6.598253	6.694579	6.790905	6.887231	6.983556	7.079882	7.176207	7.272532	7.368857	7.465181	7.561505	7.657830	7.754154	7.850477	7.946801	8.043124	8.139447	8.235770	8.332092	8.428415	8.524737	8.621059	8.717380	8.813702	8.910023	9.006344	9.102665	9.198985	9.295306	9.391626	9.487946	9.584266	
Time=0.350000	0.048160	0.144480	0.240800	0.337119	0.433440	0.529760	0.626081	0.722401	0.818722	0.915044	1.011365	1.107687	1.204009	1.300332	1.396654	1.492977	1.589300	1.685624	1.781948	1.878272	1.974596	2.070920	2.167245	2.263570	2.359895	2.456220	2.552545	2.648871	2.745196	2.841522	2.937848	3.034174	3.130500	3.226827	3.323153	3.419480	3.515806	3.612133	3.708460	3.804787	3.901114	3.997441	4.093768	4.190095	4.286422	4.382749	4.479076	4.575403	4.671730	4.768058	4.864385	4.960712	5.057039	5.153367	5.249694	5.346021	5.442348	5.538675	5.635002	5.731329	5.827656	5.923983	6.020310	6.116636	6.212963	6.309289	6.405616	6.501942	6.598268	6.694594	6.790920	6.887246	6.983572	7.079897	7.176223	7.272548	7.368873	7.465198	7.561522	7.657846	7.754171	7.850495	7.946818	8.043142	8.139465	8.235788	8.332110	8.428433	8.524755	8.621077	8.717398	8.813719	8.910040	9.006361	9.102682	9.199002	9.295322	9.391642	9.487962	9.584281	
Time=0.360000	0.048160	0.144480	0.240799	0.337119	0.433439	0.529759	0.626080	0.722400	0.818721	0.915043	1.011364	1.107686	1.204008	1.300331	1.396654	1.492977	1.589300	1.685624	1.781948	1.878272	1.974596	2.070921	2.167245	2.263570	2.359896	2.456221	2.552546	2.648872	2.745198	2.841524	2.937850	3.034176	3.130502	3.226829	3.323155	3.419482	3.515809	3.612135	3.708462	3.804789	3.901116	3.997443	4.093770	4.190097	4.286425	4.382752	4.479079	4.575406	4.671734	4.768061	4.864388	4.960716	5.057043	5.153370	5.249697	5.346025	5.442352	5.538679	5.635006	5.731333	5.827660	5.923987	6.020313	6.116640	6.212967	6.309293	6.405620	6.501946	6.598272	6.694599	6.790925	6.887250	6.983576	7.079902	7.176227	7.272552	7.368877	7.465202	7.561527	7.657852	7.754176	7.850500	7.946824	8.043147	8.139470	8.235793	8.332116	8.428438	8.524761	8.621082	8.717404	8.813725	8.910046	9.006366	9.102687	9.199007	9.295327	9.391646	9.487965	9.584285	
Time=0.370000	0.048160	0.144479	0.240798	0.337117	0.433437	0.529757	0.626077	0.722397	0.818718	0.915039	1.011360	1.107682	1.204004	1.300326	1.396648	1.492971	1.589294	1.685618	1.781941	1.878265	1.974589	2.070914	2.167238	2.263563	2.359888	2.456213	2.552538	2.648864	2.745189	2.841515	2.937841	3.034167	3.130493	3.226819	3.323145	3.419471	3.515798	3.612124	3.708451	3.804778	3.901104	3.997431	4.093758	4.190085	4.286412	4.382739	4.479066	4.575393	4.671720	4.768047	4.864374	4.960701	5.057028	5.153355	5.249683	5.346010	5.442337	5.538663	5.634990	5.731317	5.827644	5.923971	6.020297	6.116624	6.212950	6.309277	6.405603	6.501929	6.598255	6.694581	6.790907	6.887233	6.983559	7.079884	7.176209	7.272534	7.368860	7.465184	7.561509	7.657833	7.754158	7.850482	7.946805	8.043129	8.139452	8.235775	8.332098	8.428420	8.524742	8.621064	8.717385	8.813706	8.910027	9.006347	9.102667	9.198988	9.295307	9.391627	9.487946	9.584265	
Time=0.380000	0.048160	0.144479	0.240798	0.337118	0.433438	0.529758	0.626078	0.722398	0.818719	0.915040	1.011361	1.107683	1.204005	1.300327	1.396650	1.492973	1.589296	1.685620	1.781943	1.878267	1.974591	2.070916	2.167240	2.263565	2.359890	2.456215	2.552540	2.648866	2.745192	2.841517	2.937843	3.034169	3.130495	3.226821	3.323148	3.419474	3.515801	3.612127	3.708454	3.804781	3.901107	3.997434	4.093761	4.190088	4.286415	4.382742	4.479069	4.575396	4.671723	4.768051	4.864378	4.960705	5.057032	5.153359	5.249686	5.346013	5.442340	5.538667	5.634994	5.731321	5.827648	5.923975	6.020301	6.116628	6.212954	6.309281	6.405607	6.501933	6.598259	6.694585	6.790911	6.887237	6.983563	7.079888	7.176213	7.272539	7.368864	7.465188	7.561513	7.657838	7.754162	7.850486	7.946809	8.043133	8.139456	8.235779	8.332102	8.428424	8.524746	8.621068	8.717389	8.813710	8.910031	9.006352	9.102672	9.198992	9.295312	9.391631	9.487951	9.584270	
Time=0.390000	0.048160	0.144480	0.240800	0.337119	0.433440	0.529760	0.626080	0.722401	0.818722	0.915044	1.011365	1.107687	1.204009	1.300332	1.396655	1.492978	1.589301	1.685624	1.781948	1.878272	1.974597	2.070921	2.167246	2.263571	2.359896	2.456221	2.552546	2.648872	2.745198	2.841524	2.937850	3.034176	3.130502	3.226828	3.323155	3.419481	3.515808	3.612135	3.708462	3.804788	3.901115	3.997442	4.093769	4.190097	4.286424	4.382751	4.479078	4.575405	4.671733	4.768060	4.864387	4.960714	5.057042	5.153369	5.249696	5.346023	5.442351	5.538678	5.635005	5.731332	5.827659	5.923985	6.020312	6.116639	6.212966	6.309292	6.405618	6.501945	6.598271	6.694597	6.790923	6.887249	6.983574	7.079900	7.176225	7.272550	7.368875	7.465200	7.561525	7.657849	7.754174	7.850497	7.946821	8.043145	8.139468	8.235791	8.332113	8.428436	8.524758	8.621080	8.717401	8.813723	8.910044	9.006364	9.102685	9.199005	9.295325	9.391645	9.487964	9.584284	
Time=0.400000	0.048160	0.144480	0.240800	0.337120	0.433441	0.529761	0.626082	0.722402	0.818724	0.915045	1.011367	1.107688	1.204010	1.300333	1.396655	1.492978	1.589301	1.685625	1.781948	1.878272	1.974596	2.070920	2.167245	2.263569	2.359894	2.456219	2.552544	2.648870	2.745195	2.841521	2.937847	3.034173	3.130499	3.226825	3.323151	3.419478	3.515804	3.612131	3.708458	3.804784	3.901111	3.997438	4.093765	4.190092	4.286419	4.382746	4.479073	4.575401	4.671728	4.768055	4.864382	4.960709	5.057036	5.153363	5.249691	5.346018	5.442345	5.538672	5.634999	5.731326	5.827652	5.923979	6.020306	6.116632	6.212959	6.309285	6.405612	6.501938	6.598264	6.694590	6.790916	6.887242	6.983567	7.079893	7.176218	7.272543	7.368868	7.465192	7.561517	7.657841	7.754165	7.850489	7.946812	8.043136	8.139459	8.235782	8.332104	8.428427	8.524749	8.621071	8.717392	8.813714	8.910035	9.006356	9.102676	9.198997	9.295317	9.391637	9.487957	9.584277	
Time=0.410000	0.048160	0.144481	0.240801	0.337121	0.433442	0.529763	0.626084	0.722405	0.818726	0.915048	1.011369	1.107691	1.204013	1.300336	1.396658	1.492981	1.589304	1.685627	1.781950	1.878274	1.974598	2.070922	2.167246	2.263571	2.359895	2.456220	2.552545	2.648870	2.745196	2.841521	2.937847	3.034173	3.130499	3.226825	3.323151	3.419478	3.515804	3.612131	3.708458	3.804784	3.901111	3.997438	4.093765	4.190092	4.286419	4.382746	4.479073	4.575400	4.671727	4.768054	4.864381	4.960708	5.057035	5.153363	5.249690	5.346017	5.442344	5.538671	5.634998	5.731324	5.827651	5.923978	6.020305	6.116631	6.212958	6.309284	6.405610	6.501937	6.598263	6.694589	6.790914	6.887240	6.983565	7.079891	7.176216	7.272541	7.368865	7.465190	7.561514	7.657838	7.754162	7.850486	7.946809	8.043133	8.139456	8.235778	8.332101	8.428423	8.524746	8.621068	8.717389	8.813711	8.910032	9.006353	9.102674	9.198995	9.295316	9.391636	9.487957	9.584277	
Time=0.420000	0.048161	0.144482	0.240803	0.337123	0.433445	0.529766	0.626087	0.722409	0.818730	0.915052	1.011374	1.107696	1.204019	1.300341	1.396664	1.492987	1.589310	1.685633	1.781957	1.878280	1.974604	2.070928	2.167253	2.263577	2.359902	2.456227	2.552552	2.648877	2.745203	2.841528	2.937854	3.034180	3.130506	3.226833	3.323159	3.419485	3.515812	3.612139	3.708465	3.804792	3.901119	3.997446	4.093773	4.190100	4.286427	4.382754	4.479082	4.575409	4.671736	4.768063	4.864391	4.960718	5.057045	5.153372	5.249699	5.346027	5.442354	5.538681	5.635008	5.731335	5.827662	5.923988	6.020315	6.116642	6.212968	6.309295	6.405621	6.501947	6.598273	6.694599	6.790925	6.887251	6.983576	7.079901	7.176227	7.272551	7.368876	7.465201	7.561525	7.657849	7.754173	7.850496	7.946820	8.043143	8.139466	8.235789	8.332112	8.428434	8.524757	8.621079	8.717400	8.813722	8.910044	9.006365	9.102687	9.199008	9.295329	9.391650	9.487971	9.584292	
Time=0.430000	0.048161	0.144482	0.240803	0.337125	0.433446	0.529768	0.626089	0.722411	0.818733	0.915055	1.011377	1.107699	1.204022	1.300345	1.396667	1.492990	1.589313	1.685637	1.781960	1.878284	1.974608	2.070932	2.167256	2.263580	2.359905	2.456230	2.552555	2.648880	2.745205	2.841531	2.937856	3.034182	3.130508	3.226835	3.323161	3.419487	3.515814	3.612140	3.708467	3.804794	3.901121	3.997448	4.093775	4.190102	4.286429	4.382756	4.479083	4.575410	4.671738	4.768065	4.864392	4.960719	5.057046	5.153374	5.249701	5.346028	5.442355	5.538682	5.635009	5.731336	5.827663	5.923990	6.020316	6.116643	6.212970	6.309296	6.405622	6.501948	6.598274	6.694600	6.790926	6.887251	6.983577	7.079902	7.176227	7.272552	7.368876	7.465201	7.561525	7.657849	7.754173	7.850496	7.946820	8.043143	8.139466	8.235789	8.332112	8.428434	8.524757	8.621079	8.717401	8.813723	8.910045	9.006367	9.102688	9.199010	9.295331	9.391653	9.487974	9.584295	
Time=0.440000	0.048161	0.144482	0.240804	0.337125	0.433447	0.529769	0.626090	0.722412	0.818734	0.915057	1.011379	1.107701	1.204024	1.300346	1.396669	1.492992	1.589315	1.685639	1.781962	1.878285	1.974609	2.070933	2.167257	2.263582	2.359906	2.456231	2.552556	2.648881	2.745206	2.841531	2.937857	3.034183	3.130509	3.226835	3.323161	3.419487	3.515813	3.612140	3.708467	3.804793	3.901120	3.997447	4.093774	4.190101	4.286428	4.382755	4.479082	4.575409	4.671736	4.768063	4.864390	4.960718	5.057045	5.153372	5.249699	5.346026	5.442353	5.538680	5.635007	5.731334	5.827661	5.923987	6.020314	6.116641	6.212967	6.309293	6.405619	6.501946	6.598271	6.694597	6.790923	6.887248	6.983574	7.079899	7.176223	7.272548	7.368873	7.465197	7.561521	7.657845	7.754169	7.850493	7.946816	8.043139	8.139463	8.235786	8.332108	8.428431	8.524754	8.621076	8.717398	8.813721	8.910043	9.006365	9.102687	9.199009	9.295330	9.391652	9.487973	9.584295	
Time=0.450000	0.048161	0.144483	0.240804	0.337126	0.433448	0.529770	0.626092	0.722414	0.818737	0.915059	1.011382	1.107704	1.204027	1.300350	1.396673	1.492996	1.589320	1.685643	1.781967	1.878290	1.974614	2.070939	2.167263	2.263587	2.359912	2.456237	2.552562	2.648887	2.745212	2.841537	2.937863	3.034189	3.130515	3.226841	3.323167	3.419493	3.515819	3.612146	3.708473	3.804799	3.901126	3.997453	4.093780	4.190107	4.286434	4.382761	4.479088	4.575416	4.671743	4.768070	4.864397	4.960724	5.057051	5.153379	5.249706	5.346033	5.442360	5.538687	5.635014	5.731341	5.827668	5.923994	6.020321	6.116648	6.212974	6.309300	6.405626	6.501953	6.598278	6.694604	6.790930	6.887255	6.983580	7.079906	7.176230	7.272555	7.368880	7.465204	7.561529	7.657853	7.754177	7.850500	7.946824	8.043147	8.139471	8.235794	8.332117	8.428440	8.524763	8.621085	8.717408	8.813730	8.910053	9.006375	9.102697	9.199019	9.295341	9.391662	9.487984	9.584306	
