             	node1  X	node2  X	node3  X	node4  X	node5  X	node6  X	node7  X	node8  X	node9  X	node10 X	node11 X	node12 X	node13 X	node14 X	node15 X	node16 X	node17 X	node18 X	node19 X	node20 X	node21 X	node22 X	node23 X	node24 X	node25 X	node26 X	node27 X	node28 X	node29 X	node30 X	node31 X	node32 X	node33 X	node34 X	node35 X	node36 X	node37 X	node38 X	node39 X	node40 X	node41 X	node42 X	node43 X	node44 X	node45 X	node46 X	node47 X	node48 X	node49 X	node50 X	node51 X	node52 X	node53 X	node54 X	node55 X	node56 X	node57 X	node58 X	node59 X	node60 X	node61 X	node62 X	node63 X	node64 X	node65 X	node66 X	node67 X	node68 X	node69 X	node70 X	node71 X	node72 X	node73 X	node74 X	node75 X	node76 X	node77 X	node78 X	node79 X	node80 X	node81 X	node82 X	node83 X	node84 X	node85 X	node86 X	node87 X	node88 X	node89 X	node90 X	node91 X	node92 X	node93 X	node94 X	node95 X	node96 X	node97 X	node98 X	node99 X	node100X	
Time=1.840000	0.000512	0.001535	0.002553	0.003564	0.004567	0.005559	0.006539	0.007507	0.008462	0.009402	0.010328	0.011237	0.012130	0.013005	0.013862	0.014699	0.015516	0.016312	0.017086	0.017837	0.018565	0.019269	0.019949	0.020603	0.021231	0.021834	0.022410	0.022960	0.023483	0.023980	0.024449	0.024892	0.025308	0.025698	0.026062	0.026399	0.026711	0.026998	0.027260	0.027497	0.027711	0.027902	0.028070	0.028217	0.028342	0.028446	0.028531	0.028596	0.028643	0.028671	0.028682	0.028675	0.028651	0.028611	0.028553	0.028478	0.028387	0.028278	0.028151	0.028006	0.027842	0.027659	0.027455	0.027230	0.026983	0.026714	0.026420	0.026102	0.025759	0.025389	0.024993	0.024569	0.024116	0.023634	0.023122	0.022580	0.022007	0.021402	0.020765	0.020097	0.019395	0.018661	0.017894	0.017095	0.016263	0.015400	0.014505	0.013579	0.012624	0.011640	0.010628	0.009590	0.008528	0.007443	0.006338	0.005214	0.004074	0.002920	0.001757	0.000586	
Time=1.850000	0.000519	0.001555	0.002587	0.003611	0.004626	0.005631	0.006623	0.007603	0.008568	0.009519	0.010454	0.011373	0.012274	0.013157	0.014021	0.014865	0.015689	0.016490	0.017270	0.018026	0.018758	0.019465	0.020148	0.020804	0.021434	0.022038	0.022614	0.023163	0.023685	0.024179	0.024645	0.025084	0.025496	0.025880	0.026238	0.026569	0.026875	0.027155	0.027410	0.027642	0.027849	0.028035	0.028198	0.028339	0.028461	0.028562	0.028644	0.028708	0.028754	0.028783	0.028794	0.028790	0.028769	0.028732	0.028678	0.028609	0.028523	0.028420	0.028299	0.028161	0.028004	0.027828	0.027632	0.027415	0.027176	0.026914	0.026629	0.026319	0.025983	0.025620	0.025231	0.024813	0.024366	0.023890	0.023383	0.022846	0.022276	0.021675	0.021041	0.020374	0.019673	0.018939	0.018171	0.017370	0.016535	0.015666	0.014764	0.013830	0.012865	0.011869	0.010843	0.009789	0.008709	0.007605	0.006478	0.005331	0.004166	0.002987	0.001797	0.000600	
Time=1.860000	0.000528	0.001583	0.002632	0.003674	0.004705	0.005725	0.006732	0.007725	0.008702	0.009663	0.010608	0.011534	0.012441	0.013330	0.014197	0.015044	0.015869	0.016671	0.017450	0.018206	0.018936	0.019642	0.020322	0.020975	0.021602	0.022202	0.022775	0.023321	0.023839	0.024329	0.024792	0.025227	0.025635	0.026016	0.026371	0.026700	0.027003	0.027281	0.027535	0.027765	0.027972	0.028157	0.028320	0.028463	0.028585	0.028688	0.028773	0.028839	0.028888	0.028920	0.028935	0.028933	0.028915	0.028882	0.028831	0.028765	0.028682	0.028582	0.028464	0.028328	0.028174	0.028001	0.027807	0.027592	0.027355	0.027095	0.026812	0.026504	0.026170	0.025810	0.025423	0.025007	0.024563	0.024088	0.023584	0.023048	0.022480	0.021880	0.021247	0.020581	0.019880	0.019145	0.018376	0.017572	0.016734	0.015861	0.014954	0.014014	0.013040	0.012035	0.010999	0.009934	0.008840	0.007721	0.006579	0.005415	0.004233	0.003035	0.001826	0.000610	
Time=1.870000	0.000538	0.001613	0.002683	0.003743	0.004793	0.005830	0.006852	0.007858	0.008848	0.009819	0.010771	0.011704	0.012615	0.013506	0.014374	0.015219	0.016042	0.016840	0.017614	0.018364	0.019088	0.019787	0.020459	0.021106	0.021726	0.022319	0.022885	0.023425	0.023937	0.024423	0.024883	0.025315	0.025722	0.026102	0.026457	0.026787	0.027093	0.027374	0.027632	0.027866	0.028079	0.028270	0.028439	0.028588	0.028718	0.028827	0.028918	0.028991	0.029046	0.029083	0.029102	0.029105	0.029091	0.029059	0.029011	0.028945	0.028862	0.028762	0.028643	0.028505	0.028348	0.028171	0.027974	0.027755	0.027515	0.027251	0.026964	0.026652	0.026315	0.025951	0.025561	0.025143	0.024696	0.024219	0.023713	0.023175	0.022606	0.022004	0.021369	0.020701	0.019999	0.019262	0.018490	0.017684	0.016842	0.015965	0.015054	0.014109	0.013131	0.012120	0.011077	0.010005	0.008905	0.007778	0.006627	0.005455	0.004264	0.003058	0.001840	0.000614	
Time=1.880000	0.000548	0.001643	0.002731	0.003811	0.004878	0.005930	0.006967	0.007986	0.008986	0.009965	0.010924	0.011860	0.012774	0.013664	0.014531	0.015372	0.016189	0.016981	0.017747	0.018488	0.019202	0.019891	0.020554	0.021190	0.021801	0.022385	0.022944	0.023477	0.023984	0.024466	0.024923	0.025355	0.025762	0.026145	0.026504	0.026839	0.027151	0.027440	0.027707	0.027951	0.028175	0.028376	0.028557	0.028717	0.028858	0.028978	0.029079	0.029160	0.029223	0.029267	0.029292	0.029299	0.029288	0.029258	0.029210	0.029143	0.029057	0.028953	0.028829	0.028685	0.028521	0.028337	0.028131	0.027904	0.027654	0.027381	0.027085	0.026764	0.026418	0.026046	0.025648	0.025222	0.024768	0.024284	0.023771	0.023228	0.022653	0.022046	0.021406	0.020733	0.020026	0.019285	0.018509	0.017699	0.016853	0.015973	0.015059	0.014111	0.013129	0.012116	0.011072	0.009999	0.008897	0.007771	0.006620	0.005449	0.004259	0.003054	0.001837	0.000613	
Time=1.890000	0.000556	0.001667	0.002771	0.003865	0.004946	0.006011	0.007059	0.008087	0.009095	0.010081	0.011043	0.011982	0.012896	0.013785	0.014647	0.015484	0.016295	0.017079	0.017836	0.018568	0.019272	0.019951	0.020604	0.021230	0.021832	0.022409	0.022960	0.023488	0.023991	0.024471	0.024927	0.025360	0.025770	0.026158	0.026524	0.026868	0.027190	0.027491	0.027770	0.028028	0.028265	0.028481	0.028676	0.028850	0.029003	0.029136	0.029248	0.029340	0.029411	0.029462	0.029493	0.029504	0.029495	0.029465	0.029416	0.029346	0.029256	0.029145	0.029013	0.028861	0.028687	0.028492	0.028275	0.028036	0.027774	0.027488	0.027179	0.026845	0.026487	0.026103	0.025692	0.025255	0.024789	0.024296	0.023773	0.023219	0.022635	0.022020	0.021372	0.020691	0.019977	0.019229	0.018447	0.017631	0.016781	0.015897	0.014980	0.014030	0.013048	0.012036	0.010993	0.009923	0.008827	0.007706	0.006563	0.005400	0.004220	0.003026	0.001820	0.000608	
Time=1.900000	0.000561	0.001681	0.002794	0.003897	0.004985	0.006058	0.007112	0.008146	0.009157	0.010146	0.011110	0.012049	0.012962	0.013848	0.014708	0.015540	0.016346	0.017123	0.017874	0.018598	0.019296	0.019967	0.020612	0.021233	0.021828	0.022400	0.022948	0.023473	0.023975	0.024456	0.024914	0.025352	0.025768	0.026163	0.026538	0.026893	0.027227	0.027540	0.027833	0.028105	0.028357	0.028588	0.028797	0.028985	0.029151	0.029296	0.029419	0.029520	0.029599	0.029656	0.029692	0.029705	0.029697	0.029667	0.029615	0.029541	0.029445	0.029327	0.029187	0.029025	0.028841	0.028634	0.028405	0.028152	0.027877	0.027578	0.027254	0.026907	0.026534	0.026136	0.025711	0.025260	0.024781	0.024274	0.023738	0.023173	0.022577	0.021950	0.021291	0.020600	0.019877	0.019121	0.018331	0.017509	0.016653	0.015765	0.014845	0.013894	0.012913	0.011903	0.010866	0.009802	0.008714	0.007603	0.006473	0.005324	0.004159	0.002981	0.001793	0.000598	
Time=1.910000	0.000562	0.001683	0.002797	0.003900	0.004989	0.006063	0.007117	0.008150	0.009162	0.010150	0.011113	0.012051	0.012962	0.013847	0.014704	0.015534	0.016337	0.017112	0.017860	0.018581	0.019276	0.019945	0.020589	0.021208	0.021804	0.022376	0.022925	0.023452	0.023958	0.024443	0.024908	0.025352	0.025777	0.026181	0.026567	0.026932	0.027278	0.027604	0.027910	0.028195	0.028459	0.028702	0.028923	0.029123	0.029300	0.029453	0.029584	0.029692	0.029776	0.029838	0.029875	0.029890	0.029881	0.029849	0.029794	0.029716	0.029614	0.029490	0.029342	0.029172	0.028978	0.028761	0.028521	0.028257	0.027969	0.027658	0.027321	0.026960	0.026574	0.026162	0.025724	0.025259	0.024767	0.024246	0.023697	0.023118	0.022509	0.021870	0.021200	0.020498	0.019764	0.018998	0.018200	0.017370	0.016509	0.015617	0.014694	0.013743	0.012762	0.011755	0.010723	0.009666	0.008588	0.007489	0.006372	0.005238	0.004091	0.002931	0.001763	0.000588	
Time=1.920000	0.000558	0.001671	0.002777	0.003873	0.004956	0.006023	0.007071	0.008100	0.009107	0.010091	0.011051	0.011986	0.012897	0.013781	0.014638	0.015469	0.016273	0.017051	0.017802	0.018527	0.019226	0.019899	0.020549	0.021173	0.021775	0.022354	0.022911	0.023446	0.023960	0.024454	0.024928	0.025382	0.025816	0.026231	0.026626	0.027002	0.027358	0.027694	0.028010	0.028304	0.028577	0.028828	0.029057	0.029263	0.029445	0.029604	0.029739	0.029849	0.029935	0.029997	0.030035	0.030048	0.030038	0.030003	0.029944	0.029862	0.029756	0.029627	0.029473	0.029297	0.029097	0.028873	0.028625	0.028353	0.028057	0.027736	0.027391	0.027020	0.026623	0.026201	0.025751	0.025275	0.024771	0.024238	0.023677	0.023086	0.022466	0.021815	0.021133	0.020420	0.019677	0.018902	0.018096	0.017259	0.016392	0.015496	0.014571	0.013618	0.012638	0.011633	0.010605	0.009554	0.008483	0.007394	0.006288	0.005167	0.004034	0.002890	0.001737	0.000580	
Time=1.930000	0.000550	0.001648	0.002739	0.003821	0.004890	0.005945	0.006983	0.008002	0.009001	0.009980	0.010936	0.011869	0.012779	0.013665	0.014526	0.015362	0.016172	0.016957	0.017717	0.018452	0.019162	0.019847	0.020508	0.021146	0.021761	0.022353	0.022922	0.023471	0.023998	0.024504	0.024990	0.025455	0.025900	0.026325	0.026729	0.027113	0.027476	0.027819	0.028139	0.028438	0.028714	0.028968	0.029199	0.029405	0.029588	0.029746	0.029879	0.029988	0.030071	0.030131	0.030165	0.030176	0.030162	0.030124	0.030062	0.029977	0.029868	0.029736	0.029580	0.029401	0.029198	0.028972	0.028721	0.028446	0.028147	0.027822	0.027472	0.027097	0.026695	0.026266	0.025810	0.025327	0.024815	0.024274	0.023704	0.023105	0.022475	0.021816	0.021125	0.020404	0.019652	0.018870	0.018057	0.017215	0.016343	0.015442	0.014514	0.013559	0.012578	0.011574	0.010546	0.009498	0.008430	0.007345	0.006245	0.005130	0.004004	0.002868	0.001724	0.000575	
Time=1.940000	0.000540	0.001617	0.002689	0.003753	0.004805	0.005844	0.006868	0.007876	0.008866	0.009839	0.010791	0.011724	0.012635	0.013525	0.014393	0.015237	0.016059	0.016857	0.017631	0.018381	0.019107	0.019810	0.020489	0.021145	0.021778	0.022388	0.022975	0.023540	0.024082	0.024603	0.025102	0.025579	0.026034	0.026467	0.026879	0.027268	0.027634	0.027978	0.028299	0.028597	0.028871	0.029122	0.029348	0.029549	0.029726	0.029879	0.030006	0.030108	0.030186	0.030239	0.030269	0.030274	0.030257	0.030215	0.030151	0.030064	0.029955	0.029823	0.029668	0.029490	0.029289	0.029064	0.028816	0.028544	0.028246	0.027924	0.027576	0.027201	0.026799	0.026370	0.025914	0.025428	0.024914	0.024370	0.023797	0.023193	0.022559	0.021894	0.021198	0.020472	0.019715	0.018928	0.018110	0.017263	0.016387	0.015483	0.014551	0.013592	0.012609	0.011601	0.010571	0.009520	0.008450	0.007362	0.006259	0.005142	0.004013	0.002874	0.001728	0.000577	
Time=1.950000	0.000529	0.001586	0.002638	0.003682	0.004717	0.005741	0.006752	0.007750	0.008732	0.009700	0.010651	0.011585	0.012500	0.013397	0.014274	0.015130	0.015966	0.016780	0.017572	0.018341	0.019088	0.019811	0.020512	0.021189	0.021842	0.022472	0.023078	0.023661	0.024220	0.024755	0.025266	0.025753	0.026217	0.026656	0.027071	0.027461	0.027827	0.028168	0.028485	0.028777	0.029044	0.029286	0.029503	0.029695	0.029862	0.030004	0.030122	0.030215	0.030284	0.030330	0.030353	0.030353	0.030331	0.030287	0.030221	0.030134	0.030026	0.029897	0.029746	0.029573	0.029378	0.029160	0.028919	0.028653	0.028363	0.028048	0.027707	0.027339	0.026943	0.026519	0.026067	0.025585	0.025073	0.024531	0.023959	0.023355	0.022721	0.022055	0.021358	0.020630	0.019871	0.019081	0.018261	0.017411	0.016531	0.015623	0.014687	0.013724	0.012735	0.011721	0.010684	0.009625	0.008545	0.007448	0.006333	0.005204	0.004062	0.002910	0.001749	0.000584	
Time=1.960000	0.000521	0.001561	0.002597	0.003627	0.004649	0.005661	0.006663	0.007654	0.008633	0.009599	0.010552	0.011490	0.012412	0.013318	0.014207	0.015077	0.015928	0.016760	0.017570	0.018360	0.019127	0.019872	0.020594	0.021291	0.021965	0.022614	0.023238	0.023836	0.024409	0.024956	0.025477	0.025971	0.026439	0.026880	0.027295	0.027683	0.028044	0.028379	0.028687	0.028969	0.029225	0.029455	0.029660	0.029840	0.029995	0.030125	0.030232	0.030315	0.030375	0.030413	0.030429	0.030424	0.030399	0.030353	0.030288	0.030202	0.030098	0.029973	0.029828	0.029663	0.029477	0.029268	0.029038	0.028783	0.028504	0.028199	0.027868	0.027510	0.027124	0.026709	0.026264	0.025790	0.025284	0.024748	0.024180	0.023580	0.022949	0.022285	0.021590	0.020863	0.020104	0.019314	0.018493	0.017642	0.016760	0.015848	0.014907	0.013938	0.012941	0.011918	0.010870	0.009798	0.008705	0.007590	0.006457	0.005308	0.004145	0.002970	0.001786	0.000596	
Time=1.970000	0.000517	0.001550	0.002580	0.003604	0.004621	0.005630	0.006630	0.007621	0.008602	0.009572	0.010530	0.011475	0.012407	0.013324	0.014225	0.015109	0.015976	0.016824	0.017652	0.018460	0.019245	0.020008	0.020748	0.021463	0.022152	0.022816	0.023453	0.024063	0.024645	0.025199	0.025724	0.026221	0.026689	0.027128	0.027538	0.027919	0.028272	0.028597	0.028894	0.029164	0.029408	0.029625	0.029816	0.029983	0.030126	0.030245	0.030341	0.030415	0.030467	0.030499	0.030511	0.030503	0.030476	0.030431	0.030367	0.030286	0.030186	0.030068	0.029932	0.029775	0.029599	0.029401	0.029181	0.028938	0.028670	0.028377	0.028057	0.027710	0.027334	0.026928	0.026493	0.026026	0.025528	0.024999	0.024437	0.023843	0.023216	0.022557	0.021866	0.021142	0.020385	0.019597	0.018776	0.017923	0.017039	0.016123	0.015177	0.014201	0.013195	0.012161	0.011100	0.010013	0.008901	0.007766	0.006611	0.005437	0.004247	0.003044	0.001831	0.000611	
Time=1.980000	0.000520	0.001559	0.002594	0.003625	0.004648	0.005665	0.006673	0.007672	0.008662	0.009642	0.010610	0.011566	0.012509	0.013438	0.014352	0.015250	0.016130	0.016991	0.017833	0.018653	0.019452	0.020227	0.020978	0.021703	0.022402	0.023074	0.023717	0.024331	0.024915	0.025470	0.025994	0.026487	0.026949	0.027381	0.027783	0.028155	0.028497	0.028810	0.029095	0.029353	0.029584	0.029789	0.029969	0.030125	0.030258	0.030368	0.030457	0.030525	0.030573	0.030602	0.030612	0.030604	0.030579	0.030537	0.030478	0.030401	0.030308	0.030197	0.030068	0.029920	0.029753	0.029564	0.029353	0.029119	0.028860	0.028575	0.028264	0.027925	0.027557	0.027159	0.026731	0.026271	0.025780	0.025256	0.024701	0.024112	0.023491	0.022836	0.022149	0.021428	0.020674	0.019887	0.019067	0.018213	0.017327	0.016407	0.015455	0.014472	0.013456	0.012410	0.011335	0.010231	0.009100	0.007945	0.006766	0.005567	0.004350	0.003119	0.001876	0.000626	
Time=1.990000	0.000530	0.001590	0.002646	0.003696	0.004739	0.005775	0.006801	0.007818	0.008825	0.009820	0.010804	0.011774	0.012730	0.013671	0.014596	0.015504	0.016393	0.017263	0.018112	0.018939	0.019743	0.020523	0.021277	0.022005	0.022704	0.023375	0.024015	0.024626	0.025205	0.025752	0.026268	0.026753	0.027205	0.027626	0.028016	0.028376	0.028707	0.029008	0.029282	0.029529	0.029749	0.029946	0.030118	0.030267	0.030395	0.030501	0.030588	0.030655	0.030703	0.030734	0.030746	0.030742	0.030722	0.030685	0.030631	0.030561	0.030473	0.030368	0.030245	0.030103	0.029940	0.029756	0.029550	0.029320	0.029065	0.028784	0.028476	0.028140	0.027775	0.027381	0.026956	0.026500	0.026012	0.025493	0.024940	0.024356	0.023738	0.023086	0.022402	0.021683	0.020931	0.020144	0.019323	0.018468	0.017579	0.016655	0.015697	0.014706	0.013681	0.012624	0.011536	0.010417	0.009270	0.008095	0.006897	0.005676	0.004437	0.003181	0.001914	0.000639	
Time=2.000000	0.000548	0.001642	0.002731	0.003814	0.004889	0.005955	0.007010	0.008053	0.009084	0.010100	0.011103	0.012089	0.013059	0.014012	0.014946	0.015860	0.016755	0.017627	0.018477	0.019303	0.020104	0.020880	0.021628	0.022348	0.023039	0.023699	0.024329	0.024928	0.025494	0.026029	0.026531	0.027002	0.027441	0.027849	0.028226	0.028574	0.028894	0.029186	0.029451	0.029690	0.029906	0.030098	0.030268	0.030416	0.030545	0.030653	0.030743	0.030814	0.030868	0.030904	0.030923	0.030925	0.030911	0.030880	0.030832	0.030766	0.030683	0.030581	0.030460	0.030318	0.030156	0.029971	0.029763	0.029531	0.029273	0.028990	0.028679	0.028341	0.027973	0.027577	0.027150	0.026692	0.026204	0.025683	0.025131	0.024546	0.023928	0.023277	0.022592	0.021873	0.021120	0.020332	0.019509	0.018651	0.017758	0.016829	0.015866	0.014867	0.013835	0.012769	0.011671	0.010541	0.009382	0.008195	0.006983	0.005747	0.004493	0.003222	0.001938	0.000647	
Time=2.010000	0.000570	0.001709	0.002843	0.003969	0.005085	0.006189	0.007279	0.008355	0.009415	0.010457	0.011481	0.012486	0.013470	0.014432	0.015373	0.016291	0.017185	0.018055	0.018899	0.019716	0.020507	0.021270	0.022004	0.022708	0.023382	0.024025	0.024637	0.025217	0.025766	0.026283	0.026768	0.027223	0.027647	0.028042	0.028408	0.028746	0.029058	0.029344	0.029605	0.029843	0.030059	0.030253	0.030427	0.030581	0.030716	0.030832	0.030930	0.031010	0.031073	0.031117	0.031145	0.031154	0.031146	0.031120	0.031075	0.031012	0.030929	0.030825	0.030701	0.030555	0.030387	0.030195	0.029980	0.029739	0.029473	0.029180	0.028860	0.028512	0.028137	0.027732	0.027297	0.026833	0.026338	0.025812	0.025255	0.024666	0.024044	0.023389	0.022700	0.021977	0.021220	0.020428	0.019601	0.018739	0.017841	0.016907	0.015939	0.014935	0.013897	0.012825	0.011721	0.010586	0.009421	0.008229	0.007011	0.005770	0.004511	0.003234	0.001946	0.000650	
Time=2.020000	0.000596	0.001785	0.002968	0.004142	0.005303	0.006450	0.007580	0.008691	0.009782	0.010851	0.011898	0.012920	0.013918	0.014889	0.015835	0.016753	0.017643	0.018505	0.019338	0.020142	0.020917	0.021661	0.022374	0.023057	0.023709	0.024330	0.024919	0.025478	0.026006	0.026504	0.026972	0.027411	0.027823	0.028207	0.028565	0.028898	0.029206	0.029492	0.029756	0.029999	0.030221	0.030424	0.030607	0.030772	0.030918	0.031046	0.031155	0.031246	0.031319	0.031372	0.031407	0.031423	0.031418	0.031394	0.031349	0.031283	0.031196	0.031086	0.030953	0.030798	0.030618	0.030414	0.030185	0.029930	0.029650	0.029343	0.029008	0.028647	0.028257	0.027839	0.027393	0.026917	0.026411	0.025875	0.025308	0.024710	0.024080	0.023417	0.022722	0.021992	0.021228	0.020430	0.019597	0.018729	0.017825	0.016887	0.015913	0.014906	0.013865	0.012791	0.011686	0.010550	0.009386	0.008196	0.006981	0.005745	0.004489	0.003219	0.001936	0.000646	
Time=2.030000	0.000621	0.001859	0.003091	0.004311	0.005517	0.006705	0.007873	0.009019	0.010140	0.011236	0.012303	0.013342	0.014352	0.015330	0.016278	0.017194	0.018078	0.018931	0.019751	0.020539	0.021294	0.022018	0.022709	0.023369	0.023998	0.024596	0.025163	0.025701	0.026210	0.026691	0.027144	0.027572	0.027974	0.028353	0.028708	0.029041	0.029353	0.029645	0.029917	0.030170	0.030404	0.030619	0.030817	0.030995	0.031155	0.031296	0.031417	0.031518	0.031600	0.031660	0.031699	0.031717	0.031712	0.031685	0.031636	0.031562	0.031465	0.031344	0.031199	0.031029	0.030833	0.030613	0.030366	0.030094	0.029796	0.029471	0.029119	0.028740	0.028334	0.027900	0.027438	0.026947	0.026427	0.025878	0.025299	0.024689	0.024047	0.023374	0.022668	0.021929	0.021157	0.020351	0.019510	0.018635	0.017726	0.016783	0.015807	0.014797	0.013755	0.012683	0.011580	0.010449	0.009291	0.008109	0.006904	0.005679	0.004437	0.003180	0.001913	0.000638	
Time=2.040000	0.000642	0.001922	0.003195	0.004455	0.005698	0.006922	0.008122	0.009297	0.010444	0.011561	0.012646	0.013699	0.014717	0.015701	0.016650	0.017564	0.018442	0.019285	0.020093	0.020866	0.021605	0.022310	0.022983	0.023623	0.024233	0.024812	0.025363	0.025885	0.026381	0.026851	0.027297	0.027719	0.028120	0.028499	0.028858	0.029197	0.029518	0.029820	0.030104	0.030371	0.030619	0.030849	0.031061	0.031253	0.031426	0.031578	0.031708	0.031817	0.031903	0.031966	0.032005	0.032020	0.032010	0.031975	0.031916	0.031830	0.031720	0.031583	0.031421	0.031233	0.031020	0.030781	0.030515	0.030224	0.029906	0.029563	0.029192	0.028796	0.028372	0.027921	0.027443	0.026936	0.026401	0.025838	0.025244	0.024621	0.023967	0.023282	0.022564	0.021815	0.021033	0.020218	0.019370	0.018489	0.017575	0.016629	0.015650	0.014640	0.013600	0.012531	0.011434	0.010310	0.009162	0.007992	0.006801	0.005592	0.004367	0.003130	0.001882	0.000628	
Time=2.050000	0.000656	0.001966	0.003267	0.004554	0.005823	0.007071	0.008294	0.009488	0.010652	0.011784	0.012881	0.013943	0.014968	0.015955	0.016905	0.017817	0.018691	0.019528	0.020328	0.021092	0.021821	0.022516	0.023178	0.023808	0.024408	0.024979	0.025522	0.026039	0.026532	0.027001	0.027448	0.027873	0.028279	0.028666	0.029035	0.029385	0.029718	0.030034	0.030331	0.030612	0.030874	0.031116	0.031340	0.031542	0.031723	0.031882	0.032017	0.032127	0.032213	0.032272	0.032306	0.032313	0.032293	0.032246	0.032172	0.032072	0.031944	0.031790	0.031610	0.031404	0.031172	0.030914	0.030630	0.030321	0.029986	0.029625	0.029238	0.028825	0.028385	0.027919	0.027425	0.026904	0.026355	0.025777	0.025170	0.024533	0.023867	0.023170	0.022442	0.021682	0.020891	0.020068	0.019214	0.018328	0.017410	0.016462	0.015483	0.014475	0.013438	0.012374	0.011284	0.010169	0.009033	0.007875	0.006698	0.005506	0.004298	0.003079	0.001852	0.000618	
Time=2.060000	0.000662	0.001983	0.003296	0.004594	0.005874	0.007131	0.008363	0.009566	0.010737	0.011875	0.012978	0.014044	0.015072	0.016062	0.017014	0.017928	0.018803	0.019640	0.020440	0.021205	0.021934	0.022630	0.023294	0.023927	0.024530	0.025106	0.025655	0.026180	0.026681	0.027160	0.027618	0.028056	0.028475	0.028875	0.029257	0.029621	0.029968	0.030296	0.030606	0.030897	0.031168	0.031418	0.031647	0.031854	0.032037	0.032195	0.032327	0.032433	0.032511	0.032562	0.032585	0.032579	0.032545	0.032483	0.032393	0.032276	0.032131	0.031960	0.031763	0.031540	0.031292	0.031018	0.030719	0.030395	0.030046	0.029671	0.029271	0.028844	0.028392	0.027913	0.027407	0.026873	0.026311	0.025722	0.025103	0.024455	0.023777	0.023070	0.022333	0.021565	0.020766	0.019938	0.019079	0.018189	0.017270	0.016321	0.015344	0.014338	0.013306	0.012247	0.011165	0.010059	0.008932	0.007785	0.006620	0.005440	0.004246	0.003042	0.001829	0.000610	
Time=2.070000	0.000658	0.001972	0.003277	0.004569	0.005842	0.007094	0.008321	0.009519	0.010688	0.011824	0.012926	0.013993	0.015024	0.016018	0.016975	0.017894	0.018777	0.019624	0.020436	0.021213	0.021956	0.022667	0.023347	0.023998	0.024620	0.025215	0.025785	0.026330	0.026851	0.027351	0.027828	0.028285	0.028722	0.029139	0.029537	0.029914	0.030272	0.030610	0.030927	0.031222	0.031496	0.031747	0.031973	0.032176	0.032352	0.032502	0.032624	0.032718	0.032784	0.032821	0.032828	0.032807	0.032758	0.032680	0.032574	0.032441	0.032282	0.032097	0.031886	0.031651	0.031391	0.031106	0.030796	0.030462	0.030104	0.029720	0.029310	0.028875	0.028413	0.027925	0.027410	0.026866	0.026295	0.025696	0.025068	0.024411	0.023726	0.023010	0.022266	0.021492	0.020689	0.019856	0.018995	0.018104	0.017185	0.016237	0.015262	0.014260	0.013231	0.012178	0.011101	0.010001	0.008880	0.007740	0.006582	0.005409	0.004222	0.003024	0.001818	0.000607	
Time=2.080000	0.000646	0.001934	0.003215	0.004483	0.005735	0.006967	0.008176	0.009361	0.010518	0.011647	0.012745	0.013811	0.014845	0.015845	0.016812	0.017745	0.018645	0.019512	0.020346	0.021149	0.021920	0.022660	0.023371	0.024054	0.024708	0.025336	0.025937	0.026513	0.027064	0.027591	0.028094	0.028574	0.029031	0.029464	0.029875	0.030263	0.030628	0.030969	0.031286	0.031579	0.031847	0.032089	0.032305	0.032494	0.032656	0.032790	0.032895	0.032973	0.033021	0.033041	0.033032	0.032995	0.032930	0.032838	0.032719	0.032575	0.032405	0.032211	0.031993	0.031750	0.031484	0.031195	0.030881	0.030542	0.030179	0.029791	0.029377	0.028937	0.028470	0.027976	0.027454	0.026905	0.026327	0.025721	0.025086	0.024423	0.023731	0.023011	0.022261	0.021483	0.020677	0.019842	0.018979	0.018088	0.017170	0.016224	0.015250	0.014251	0.013225	0.012174	0.011100	0.010002	0.008883	0.007744	0.006587	0.005414	0.004227	0.003028	0.001821	0.000608	
Time=2.090000	0.000626	0.001877	0.003120	0.004354	0.005573	0.006777	0.007962	0.009126	0.010269	0.011387	0.012480	0.013547	0.014587	0.015599	0.016582	0.017537	0.018462	0.019359	0.020227	0.021066	0.021876	0.022657	0.023410	0.024135	0.024831	0.025499	0.026139	0.026752	0.027337	0.027894	0.028423	0.028925	0.029400	0.029847	0.030267	0.030659	0.031024	0.031361	0.031670	0.031951	0.032205	0.032430	0.032628	0.032797	0.032938	0.033051	0.033136	0.033193	0.033223	0.033225	0.033200	0.033149	0.033072	0.032970	0.032843	0.032692	0.032519	0.032322	0.032102	0.031860	0.031594	0.031305	0.030992	0.030655	0.030292	0.029904	0.029489	0.029047	0.028578	0.028081	0.027556	0.027002	0.026419	0.025808	0.025168	0.024500	0.023803	0.023078	0.022324	0.021543	0.020734	0.019897	0.019033	0.018141	0.017222	0.016277	0.015304	0.014305	0.013279	0.012229	0.011153	0.010054	0.008933	0.007791	0.006629	0.005450	0.004256	0.003050	0.001834	0.000612	
